id,text,polarization
en_f2cc4cd3cdd4fd9ebcc2de407225618a,you believe everything the idf tells you,1
en_79202d286b5dedab8c2f06001c763ee6,imperialism and colonialism thats my problem,0
en_a41d336984505edd5ee40ae788ab9f51,putin saves them from being killed by ukrainian nazis ffs,1
en_97623cbb4e4cf4872e30887818f47036,how qatar is playing a vital role in fate of hamas hostages,0
en_237d0748658287b40f9915e7d6de18c6,is anyone gonna tell orange man that if canada is the st state we dont need no border security,1
en_849d33a37a34a40588c593ff9270fc18,eu and now anti immigration are they all aiming for the same group of people,0
en_9cbe92ef70b407116ceb30f5b6c71bcb,democry denying anti immigration pro hard brxit red tory,1
en_050a07019aca85b263b327eef4c7e3cd,russias latest claims are classic psychological warfare france was right to respond firmly russian aggression must end and any peace talks must fully include ukraine no backdoor deals with the aggressor standwithukraine,1
en_2150d157752a0fcf1339e5cffade37d7,i somehow feel if elon musk ran a restaurant empire hed suddenly have zero concern for the volume of asylum seekers entering the us,1
en_eb843779709bb6acf2c479dc02212d79,trumps failed coup attempt with venezuela trump thugs still rotting in,1
en_0439511f3a9f53203ea1907a5ef80b11,gop debate key moment for megyn kelly,0
en_f6de639c2b0e1509845569375f0fa182,nra you had one job one,0
en_e2706046c20e77510e2fb42bdbb99956,the electoral college meeting for pennsylvania is underway in harrisburg of the states trump electors this year were fake electors in who signed a phony certificate falsely proclaiming that trump won the state that year more here cnn com pol,0
en_fa6c9c528534c7a0b1362ba8468a5f86,the radical left are gonna hate this one this will show them that i am the one true meme lord elonmusk trump maga makeamericagreatagain tesla spacex twitter x doge,1
en_ac88ae5e0aaf29dc7de76d69b487a910,does sjw stand for social justiceshipping warrior,0
en_79e0c1552dc059f8fe16b8d6942d61e0,yeah but what do us lowly blue dot plebs in the red states do,1
en_eec1d2b096a2980efe601b6d21c4b9c1,continued military aid to ukraine and controversial climate initiatives as congress spends to reward its favored pet projects the american taxpayers are forced to pay through high prices and crippling interest rates paul said,0
en_1c53fb9e313a4e2914af31d4c3a43e13,launches deportation operation to colombia using title border rule,0
en_ee2d62bc3522239d9172f506e546eaab,california police department to take back unwanted medications,0
en_e0f4e3e583e3651a9eeeffbe9628791c,kamala harris coming to seattlenorthwest asian,0
en_11e46b27b7d45cc72dd949d47e4a0962,congress just passed a bill taking voting rights away from women lets hope it doesnt pass in the senate,1
en_ce037934e9c48dad2ad517f22d8d6017,i have just joined as i had to get off x it has been rigged to expose you to total racist and extreme right wing ideology,1
en_00bbb423fd5668be1bcb260310df6319,breaking montenegro and angola reach agreement for minute ceasefire,0
en_fea429994539f1f41ce23c621ae1b6b4,i hope hamas sees this bro,0
en_178307192fb1e8b110b12a70d3c0cb4e,the last thing america needs is a socialist fixing prices,1
en_c8dd868715cc19d7533b11f0e770c6d5,million military aid package to be announced tomorrow per officials,0
en_5fca1ee9da92fa03cdd9d68b95f02cbf,gender ideology is the new state sponsored religion,1
en_b7d3b0fe26f14ddaf136f0e26dcaf23f,its election fraud is enshrined in,0
en_724d6c35f1ef27958deaa4b14b9db66f,voted opening day of early voting,0
en_4fb480b41649ab20051ed9e4c3ce6fd2,after hamas assault israel attacking innocent palestinians,0
en_7083d6757c696d9dcf87f6370a6214c8,jewish mans death after confrontation at israelhamas war,0
en_b9a6cb788feca60b77595c71046fde8c,some countries prosecute election fraud insurrection and treason who knew,0
en_e30bc6cb5f016ba1f58b71d940203d19,helpful to remind folks musk overstayed his student visa illegal immigration,1
en_b7f1bf62394dfe1cb7fbc07449ba0ad5,what did anyone expect would happen that voting against kamala harris would prevent this from happening,1
en_d7a3979eac6a70a21c5486ad58018818,armstrong voter registration tables leaves students satisfiedthe georgeanne,0
en_4cad42dc0f28fa8c6fc0cb18e5ce4937,asylum seekers can work months after they apply for asylum,0
en_f9856de7256fa79f3904628df58fa6af,that is because red states dont bother to treat or acknowledge mental health,1
en_bb835d9a7c4351978375ffe1aecfe664,its a shame they wont be indicted and sentenced to prison for election interference,0
en_529c4acfc3fbde77f53cd6b062ef7f04,running on white supremacy xenophobia misogyny racism,1
en_c893f3184e39114d9afb54cb0d062d31,early voting ends at pm today,0
en_db2e83f95889e9c31967c626876e660e,new iowa poll to show top picks among gop,0
en_57cdeade02f1a87405cb53adabc78d32,since defenddemocracy is calling for joint eu sanctions vs russia for attacking our democracies first eu sanctions over cyber attacks first eu sanctions over disinfo propaganda first eu sanctions over hybrid threats nafo,0
en_0b8b8a41906f32d6362fd7f12f0762e9,crazy an israeli is calling me inbred you motherfuckers are inbred europeans israeli doesnt exist,1
en_ce8cd748311ac729e96a4e1e8e04549b,grant may lead to nonstop service from tri cities airport,0
en_c65437398b1b3305475401aec4c8dd70,dooly sheriff s office colonel lonnie haugabrook recognized,0
en_3cd505b696c11e0cb16aa14e29d30dfa,just a reminder that climate refugees are also war refugees,0
en_956d8459664f08ca0f834b82911563e7,this is just unnecessary why do you care if federal agencies promote voter registration they legally have to be politically neutral this is just a way to back door into voter suppression,1
en_58b6fc92884246f1974a313a3c0eab29,defund the police fund the sheriffs,0
en_0eb87d7a8d23070493594550e0636cd4,tupac would have never voted for the iron dome go away field hand smh,0
en_96276afc4a6df008661ea167f669f891,texas governor tweets fake news of garth brooks country,0
en_7e24dfc21e056a21f570f1b597c07cee,will we see condemnation from taliban hamas regarding somaliablast,0
en_19a77f56099d47b2117ba9e2fdbbe575,aoc slams gop for criticizing bowman over fire alarm,0
en_bef87e5aed2eb7d8b5c7b636742b9d07,got an ice cream machine made some ice cream,0
en_de76068abaefc28200a214aea094c2fa,only of u s journalists are republicans,0
en_ab19f3b1a847c08ee226b3b20493c48a,the nightmare election for republicans in shepherd express,0
en_07644de700ee944342d26d570c2e7086,im watching cnn with the sound turned off,0
en_6e6212db41ec946d01ba7032f564d3fc,ice ice ice lipton ice tea theb orsinbirthday,0
en_623f6dbed9287eee0f8d687aab1a70a7,vandals spraypaint demands for gaza ceasefire on u s,0
en_e5d53ada435f02166cb267070fda0e8e,your free state is supported by blue states sit down,1
en_a772352444a12432e9f6ef992fc37a9b,lets talk about southern border security for the usa tackle usa issues before the worlds,0
en_c8623d7f4fba666ce0c40230ceae07bd,wisconsin supreme court overturns gop drawn maps,0
en_9fcce36d9fbaec7ecfb7fcb50e0f218f,peter brookes cartoon zelensky not getting weapons promised,0
en_599b1d5abb06e8fa38d4bb00355892cf,this is america we do not have kings the us government is now the enemy of the people,1
en_cd17dff086a6c96d10011bc7647e652e,israeli consulate in miami shows hamas attack,0
en_c2447b39be01d9786bc58258cdd7f5bf,really so why are blue states getting worse,1
en_768b6da722eb01a50f3d2153b0c1b666,senate house republicans pitch plan to renew proposition,0
en_47cc25f9793fedee94706defbcb01630,and what is your acceptable ratio of dead and maimed women and children per jihadi forty dead children per jihadi is that ok israel is currently killing far more kids than your average nazi collective punishment killings in ww it is barbaric beyond the pale,1
en_7eaaff99a8890c56f1409cc576b729cb,i seen someone call aaron rodgers breitbart starrgtf moe,0
en_c739285ccb4a7f10c22d99f4b7486e01,ukraines foreign minister andrii sybiha is in damascus may ukrainians celebrate liberation from russian aggression soon as syrians finally have slavaukraini,0
en_17370143fba9f2d11fa6da95fdb3ccc4,when do we call tyranny and implement the second amendment the right is always yelling about,1
en_fcf29d0b26dddc613f3113bb8a7d9fbb,joe biden or barack obama had let you know what nevermind,1
en_740f8ce384bb353519e82f048544f622,kamala harris leads efforts to promote safe ai,0
en_77ef9da470d3894f230a3b41cc967ab8,american legion presents service awards,0
en_d47d493bf90d8069777c9a7dcf4550ea,lets get them ukrainian nazis denazification,1
en_d2a01885dd87b5d54194edad82a92c57,seems like kamala harris is settling into postveep life new york magazine even in her downtime she exudes hope and inspires action,0
en_763b0b14655637c96c1d2f5925a73d17,in gaza palestiniens do the same,0
en_ed469315790f5b9ddaea7d72da50cbfc,yeah but it only starts worrying people when like amnesty it starts expanding beyond the realm of the jewish state,1
en_bf80ee86c5297579b542be97165a730b,montanas tester stands between the gop and senate,0
en_0c657905be4b4567dfaa21f529cf958e,thank you now lets work on impeachment and arrestingdeporting musl and his minions,1
en_5c530aae72e9310aabd35e57a0841478,activists call for rep caraveos of immigration,0
en_6f24b2c7d8e5f9cc0208e6c36ccc8295,colorado courts donald trump ruling sets off political,0
en_ef1472c70d04335840714c0bb933da1a,csg holds meeting students speak on israelhamas warthe michigan,0
en_dca919dba899a600aeb427723870b25c,it wad never about protecting conservative values ffs,0
en_e7c9871f889bd9fdada5be6dd57176bc,and they wonder why people dont like asylum seekers,0
en_a09796da9bd6ed1af4d8b598d8cee9f0,scotus declines to hear gop request in montana voter suppression lawsuit,0
en_b9e6b7a1a26ab61ce93eca5f8af669e3,nate is why we need gun control,0
en_8b18460607d699232a966fb9fcca6c59,in these times of antiimmigration paranoia i necessary reminder of where we do come from all of us,0
en_abf28030b5baec8d4516e16ffef5e38b,israel bennett threatens more military raids in occupied west bank,0
en_bef890a73c8ad63b0cb87caa04fa3567,why did the justice system didnt function why after four years of inciting an insurrection he wasnt sentenced,0
en_f99fe79b1c5acc091f17e64d74d5a396,sanctions what sanctions russians are still rolling in luxury carsjust with a side trip through turkey efficiency isnt their vibe,1
en_4f9e730f74813a30bbc05582242ee9e2,another reason not to watch cnn,1
en_770913a7d4826487666858a7e28884f3,donald trump threatens to skip gop debate over fox,0
en_904bd2d964cc3ddf13f349e72cb8f26d,yea only the blue states tax will be used,0
en_e24bdbd703882e69982ab38260308755,that would be the democrats and there evidence everywhere on their coup attempt,1
en_1f66969a36009d6ee3d21c82a5a05c56,war on gaza ceasefire deal is closer than ever palestinian source says,0
en_3bcea1f625708eb8eb09afa696690bd4,goshen township fire and emergency medical services report,0
en_ff08a9b5610c6498010ecf2fb71b0080,donald trump suggests philly presidential debate wont be fair,0
en_34fd907f02d886af8626118141331f6d,senator todd tuberville came to congress to fight for stopping illegal immigration,1
en_26a647f0eaf6b56e3ef399ae77334b9c,germany as a nation is about years old how much national identity could they lose,0
en_f0387203ed366ba0edee24a79866730b,maga is the party of grievances maga hates americans,1
en_382b2bd474a824e180e4ba6f67e3da5b,and they say that zionism isnt western colonialism,1
en_3c2f1bb1e91ecc41f74bf887e0ec1c3b,i did thats why israel is an apartheid state run by a terrorist regime,1
en_8d1e0c3bf1a2369f5f38dfa33d80f55e,the fascist daily mail fascist then fascist now,1
en_dee3bcf18e47cbeaf6a485c315ffd2cd,donald trump holds commanding lead months,0
en_1d51ff09510c50bfdc5cc94b1d7a8faa,meagan wolfe firing was symbolic wisconsin republicans,0
en_6ba24af4bf3d36e41f68e3d079c42de5,illegal immigration hurts the working class people people of color the most illegal immigrants should return to their home countries,1
en_54e1bc44e54da1ea599d4ea155e548bc,a story in the atlantic blamed the decline of socialization and moving house happening since reagan on progressive policies,0
en_9e29b53245f2c4d24a48c8d12b44634d,the house impeaches the senate holds the impeachment trial,0
en_da46e49aa1c4c3e65bc9ee66094afaf6,the fruits of socialism glory to arstotzka,1
en_bc8f3151a9883e8c5334be3848d8a18d,socialism never took root in america because the poor see themselves not as an exploited proletariat but as temporarily embarrassed,1
en_4d472ef1c8698ce9f5314c4e981a3f66,its a kinda funny joke if everyone could stop being social justice warriors for a few seconds,1
en_ff65b44887ae8572e1b889fe1e1c6fec,mike pence champion where are his republican chums disgraceful that they are not speaking up,1
en_1891d20a6b80aec03c17988c2e661114,what is the extreme right link please,0
en_6ec0b2bd05f30decbe95b9d708f52eea,theythem war crimes and atrocities,1
en_7bd296c9242642da49eca3d1cec2a21f,i dont believe theyre trying to maximize civilian casualties hamas clearly is doing so though,0
en_a8fc05e838a30e6677dec4fb36d84b12,wait i was assured early voting was cheating,0
en_b522a1570c607da6256c3c2f2ec49e6d,lefties failing to understand the difference between legal and illegal immigration yet again,1
en_8e8afc9795eba04e9887d5b094691d86,jews and palestinians in us fearful after hamas,0
en_3010b31140006360e6f79ad422933855,jesus freaks confuse anti zionism with anti semitism all the,1
en_f5eda370771a34e074413b75ff6bcb01,been charged with war crimes ethnic cleansing and taking the spoils of war are war crimes,1
en_c5cd4c0f2dea8a4ae58ce4f79d6aafdc,nige you dont even know what zionism is nor apartheid,0
en_5bbb0f19ea36d62b10596fb5ee1222fd,ideology islamic nationalism with syncretic characteristics,1
en_540b6bca7b27467b180fab8291f62d9b,a victory for voting rights in wisconsin yesterday the wisconsin supreme court decided to preserve the ability of cities to designate inperson absentee voting sites and to use a mobile voting van statecourtsmatter,0
en_5238b05e04fb93c4d6c78e4e6d36a4a5,dfa leaves idfa showing split over,0
en_ec21f4642a9e106f3983521685cf432e,your defense and support of the war crimes of the apartheid state of israel will be the shame your progeny feel,1
en_c2be52de644bc11c032dc925efbaf508,with one thing i would disagree corruption and allowing friends of the king to break the laws are part of the real conservative values,1
en_bc549e0157167e9d1c04b14220bbd7d9,breaking panama and lesotho reach agreement for year ceasefire,0
en_6681e954f6469cced460e03c80c89a1d,illegal immigration is crisis for our country,1
en_dabac8457579875faa24554519e7f577,this macabre outlandish disproportionate response of israel clearly aided by uncle sam is a pogrom against palestinian aspirations the message is still not yet loud and cleat for the jewish state,1
en_71cabecb0b9cac7803e158ae544ceb47,and yet you want the us to send military aid to ukraine did you actually read what you just wrote,0
en_db607ce17c6337a53b97573b01100a12,snowflake sjw woke what if i bash my head against the wall,1
en_ac6bbed74f7f18d69a5d46655a5dfc18,milwaukee palestinians denounce deadly israeli airstrikes,0
en_9fc44703b81ac3e1498f0a2838108bdf,police investigating damage at clarion rod gun club,0
en_c2cdfe3ad931e9c5ebdaae2f37f9ab25,steil signs gop letter demanding answers from manhattan,0
en_822f23a9bd2174adb10a6fba8a2604b0,waiting for the election fraud speech,1
en_04e3015ce239896030ea8934a2b77ffd,wait wasnt he supposed to be running the new iron dome,0
en_eb52fbb125db51b0f04672a3a7a299ad,agreed i refuse to watch jennings on cnn,0
en_c146e7e78ba3b0d37ddd811be2559f3d,zelensky needs help which countries will offer it,0
en_fb386cf5b98ed36b9b5c03c606241461,border security is socialism you pea brain our taxes collectively pay for it,1
en_4bc506d9c13edab7e366e47d79e7a81e,vote blue if you love illegal immigration and high inflation,1
en_3818fa12c40d0ce9bd0900addd516009,dont blame him trumpism is destroying the us,1
en_216a88d7c1713e9b90c06b7a84b327bc,they want to be able to point to this and say to their cult its an insurrection by democrats this time,1
en_669280b7a13919341c55f12503dc0daa,defund the smoot police blacklivesmatter defundthepolice,1
en_c6329d080fea527325a5b40e9f0fdaab,maga supporters maggots or should it be magagots or magagots askinforafriend,1
en_eafb3cd03934546b84b89728828ee365,iebc listed new voters in the second phase of the national voter registration exercise that ended on feb,0
en_96f94b2136eb320d3c42aa1772ea3925,thats a translation of zelensky fuckface,1
en_b5180f4a8da75a265aa627693cdffb6c,no the democratic party elites are pro israel not grassroots democrats its probably more like or less,1
en_87a415a7a111a7ef3a3df09fa1183fab,no more blockade on gaza cuba liftcubagazasiege letgazacubalive,0
en_f7f1cc2032a9826dae8aeb50415992d5,msnbc should drop morning joe for morning jim,0
en_9f50b44f6560e0ef090d36ebca18180a,putin warns of hitting new targets if kyiv gets new missiles russiaukraine war news al jazeera,0
en_8336d6aa3d56002120576e15b02390d3,climate events are fake news theyre doing this cause hes in office now some trump supporter probably,1
en_38652f0ad22bc49c76cfb72737c1f937,i mean he even apologized for calling israel an apartheid state so even that didnt rate in the long run,0
en_a6bd89d2eb0ef8e602bfc0eb3aa19e31,yup the one who torched his academic credibility at the altar of populism and money,1
en_b15e835e7925463c9d4c9d5af0e38018,are you okay because i swear theres always been some cases of election fraud one way or the other taken any meds recently that fucked you brain up or are you a maga supporter,1
en_97672cfe71eaf6138575b1ca8a4824f7,bloop no thanks white south africans turn down trumps immigration offer,0
en_f615527b433d58b6c05d85462afd984d,what happened to all the second amendment nuts who were ready to overthrow the government when that part of the constitution was in question what about the parts of the constitution thats being broken now,1
en_015771cf922a125fb2f6393c29ec6997,jim i hope you take angela micheles spot on msnbc,0
en_f3b2bea99aeb307b743efde604e6b5a9,you mean the radical left people,1
en_6b3703eef75425edc33df1ee43731033,biggest mistake of my life regret sets in for trump voters as republican politicians panic msnbc,0
en_e411068edbf2e08f4d875801e87e32ec,democrats are the worst democrats votered,1
en_66220e78eb896fcf317d08601efe4cc3,texas student body leader faces impeachment as paxton,0
en_aaa5a87052b35504a042994c2defbc5b,yes ontario the right to vote is a chosen privilege for many of us canadian citizens please vote early voting is available at your local polling station and if youre tired of the doug ford bs perhaps check out this site before you do votewell ca,0
en_7ff285df498b173d3b2bf05406a848c8,president biden vows to hit putin harder,0
en_3980bb5abcbbaba7fa48a506681b0b0c,zionist terrorist psychopaths gave military allclear to kill civilians nyt the zof reportedly deemed upwards of civilian casualties per airstrike an acceptable death toll,1
en_27247488d4b4c5932a65b927d564899b,gary johnson has a thicc boner for kamala harris,1
en_d068541c86dccbcd8cabb51a9ff8ae7c,open borders for docile indians with coding skills,1
en_d7d7e6ab02e28ab218fd9bbe18e5cafb,microphones for imperialism yet again,1
en_aa8521703dbbd0f77322fd4bcb50d591,you dont know what voter suppression is,1
en_bfea7af0ee8c6a5a3e38d93bfc781f87,as maryland gop seeks to rebuild former leaders feel,0
en_ecad7ac89ae9abfbe7d6cd36e0686eb4,party for socialism and liberation holds demonstrations for,0
en_9c11db332927066bc3c04eeeaa56b134,president joe biden plans to travel to new mexico next,0
en_758e7730e1399618f64b20f992c88bb8,feds terminate animals of montana exhibition license,0
en_9321bec8723efa6a6e7e95b7b6a4b6a2,elon musk when the platform he helped create based around anti immigration policy hates immigration,1
en_2df400a8f3a4150d5bfe1f11b23f7f48,gop legislators in niagara county back legal effort to fight,0
en_70e4e9a6ba671ae225ae09d0dd4698af,yes israel is an apartheid state theres the lie,1
en_c2f09a2bf0f7c1941e2a03e429a19af3,who in their right mind would consult you on anything except extreme rightwing garbage,1
en_9bfc53b2665c531f45f9130f6ab61db2,news cnn foxnews fox news nbcnews abcnews cbsnews msnbc resisit youtu be day zof fk,0
en_39ce637e0b76f3e58836db035573e188,still feck all to do with asylum seekers,1
en_1c7fcccdadab293830c52a4849405928,finest form of propaganda ive seen in awhile,1
en_858d580b2789bb442fc6e21e3c3a1df2,you are an enemy of the people,1
en_fefea6077757968993f5c42d8b734b5a,supreme courts landmark verdict on indias preamble upholding socialist and secular in the constitution reaffirming its living evolving nature constitutionday indianconstitution supremecourt secularism socialism,0
en_0686396542e0342bf7e37683a191b641,mike pence was in on it,1
en_c15aff8d31117b66a37a74456a5be129,charlottesville albemarle democrats declare victory over,0
en_face0db614834c005d03b3f41a56a317,find yourself a west bank settler gf,1
en_2492bed069f0001d7de67c05c99aa223,the washington posts xenophobia is duly noted,1
en_3ccd86bdb709ddb7e05d82dc6a50ad82,the share of eu aid dwarfs individual state aid military aid which i am assuming is included in the figures provided is purely down to what countries can provide some cant provide military aid i would sooner point the finger at countries that failed to provide the military aid required,0
en_3e586e671edad81dd6dfc0dd9dddaccd,rfk jr s independent run for president draws gop,0
en_f715a492c41a1f85204789e39bdcc38d,what is happening between israel and hamas,0
en_3d83ad39df55fadf9a979ae146811a65,demonstrators march in for ceasefire in gaza,0
en_2826b9dc01939dda8124a2babc0a48e2,so far there have been confirmed civilian casualties fucking governments just love murdering innocent kids,1
en_dfc52467201338a18f9acce3bb56f437,my second amendment is absolute the constitution says so,1
en_7479565116f7a67877617fca35a2dbbd,blog published may minute read republican efforts to defund border security,0
en_4f014d6017a85415c0c101800363c29f,msnbc is nothing but leftwing propaganda,1
en_eb0f62d428cf2cdbd58dffe08e9f18bf,well and all the other presidents before him that also funded that ethnic cleansing,1
en_13477d6b47e2874426d6ffa21678eaea,the woke mob is going berserk over my new pantaloons,1
en_5f162667fba6e20575ab7a9f234426d6,mckay talks politics at ascension gop roundtablethe advocate,0
en_5f42b83b70ff9fa98b99c5dcf0abd22a,martie s farm service sold to customers,0
en_32858ebad8375f43d1e752947174d78e,sure sounds like socialism to me,0
en_6f1ec91ee7b6cb777e9796598fb44098,for all the nimbys and anti immigration folks out there this wouldve been you,1
en_23fd15ffa4e4ccbd962e1271b9707df5,police community training center to be operational next month,0
en_fe52ddbb245069d1fee4754c0f2a4842,jen but the polls early voting doesnt mean more votes,0
en_a0a4a1e07dc794c220febb26d7ffabbf,perhaps the only thing worse is calling it denazification,1
en_af2cd5d3f984603cb45e9069654fadbb,why are you using the fox news spin dems ambush amid musk meltdown,1
en_0f114aec029e79d2e0e2ec61f9bb6e4d,donald trump isnt the only threat u s,0
en_3b8bd27ae2ccbda68b87b0f0909732ee,gop attack on homeland security secretary alejandro,0
en_2760a681205c099f18da6a6879aaa5b9,but capitalism is antidemocratic at its core,0
en_0b432b1054913d06e9c6bd81f8a8e692,civilian casualties die in every war and you very much follow the propaganda youve been fed but thats hard for you to see,1
en_3cfe9664bf56ef20fa43ebef11ec1146,this looks like an onion story not fox news com,0
en_bce9cb84ca552f9c45791d712a76c607,so voter suppression claims were all lies,1
en_baf4bb1f5af8ea0b0c3bd18eb6df3923,because real news quit doing their job years ago fake news is all there is there is no news just crap,1
en_81b285cd22a0bdd8e6bc84fb4a58a382,he was quite a vile concern troll mearsheimerflavored during the early days of the ukraine invasion,1
en_099cec4fd2212d0a0f1ed1b7205a0ace,its a real skill to shoehorn cromwell into the ukraine invasion you have to say,0
en_a535ba9e85cf3e55fb9896df59453502,after hostage killings can israelhamas ceasefire talks be revived,0
en_03cf044fd90575b9fa03bd30dc940427,gop promotes denver voter effort to woo,0
en_74fe79f7f6aa73cba22f807175119ba7,i live in nc and have watched thom tillis lie regularly to his constituents he receives millions of dollars from the nra to fund his campaign he is a fake im hoping nc has seen enough but we have to do a much better job at informing the people of his recent diplorable act against hegseth sil,1
en_ffd958be2fe9520a9873f0b1c07b5367,have a happy wednesday everyone remember to take that anger to your local polling places votebluetosavedemocracy,0
en_e96e9da41dd3d3f848d1fea460379ee8,there are no radical left billionares the most left a billionare cann be is liberal,1
en_866a02e5aa41e1b948d1bfb0543085b6,donald trump congratulates ken paxton on texas sized,0
en_a8a0349302c441bcfaaa2ca9494941a4,the electoral college doesnt have to cast their votes for him right the refusal to sign the ethics the never ending clown car of cabinet nominations the legal judgments against him hes not fit for office right hes still seeking to overturn the results to delegitimize bidens work,1
en_0ad8ca84bb8beaecff55894d5247d886,jvp and if not now demand ceasefire endorsement from officials,0
en_20121a5885d18a3457692bd6a693dffd,donald trump attacks president biden on foreign policy,0
en_2a8d2005ddad0b8b1fd64467567e406c,soo i can now say ive agreed with the pope mitch mcconnell and mike pence within the last two weeks this is how far weve fallen,0
en_84ef923b264483c35fede32cf29c6bee,it takes a fascist to endorse a fascist,1
en_56d3880bb7ae858bb1c9ba98ef9446ac,will joe biden be impeached democrats issue warning,0
en_946226acf0537676a616b18c8a785641,america first republicans appear in court as infighting,0
en_c2ecdb42e51130898b42eec6b29031b3,hamas to release hostages israel to pause fighting,0
en_a72fe5a96b708a52b3e99ceb5856e87c,atty gurfinkel answers more immigration questions,0
en_2056a83fd5127529f12491851749fbe1,morgan county teen republicans hold inaugural meetingmorgan county citizen,0
en_3d283cf1be99f05543474135d2d01ffc,financial reports show prominent republicans backing,0
en_1e6e9c61a4b8acd7cdadf7e3c61b74fd,why did you disavow a young american patriot mr inclusive populism,1
en_a9681f4ee0df3ac9861abc7d54f60aae,america still doesnt understand kamala harris isnt,0
en_ef1401d16151951dfb7bfbbd42112f96,the theme of my bat mitzvah was free palestine,1
en_c2812ab7c2c687efa3ff25b1088d5e4d,uw system workers to receive pay raises after gop,0
en_50e9554f7171682b2eb855ddf1ab4012,like years of russian election interference and systemic racism,1
en_bdc246f93ad64f9da34c0df1baa13e85,niggas talk so much gaza on life,1
en_ea8255b077c5a8f941583b0e3c2ea22d,the corporate press is the enemy of the people,1
en_cec687f5fb04898707f54e60ba06fd3a,unchecked undeterred unaddressed massive election fraud is unbeatable,1
en_35e2ae98b918ba2ab1e07e756fc0c576,donald trump is a count convicted felon donald trump is a count convicted felon donald trump is a count convicted felon donald trump is a count convicted felon donald trump is a count convicted felon donald trump is a count convicted felon,1
en_3e77b15891dc92662fd829633005bc1d,cnn turned to cnn very quickly,0
en_464387ec1f66c62589a33ba9c63b1186,sf supervisor to introduce resolution calling for ceasefire,0
en_920ac8fb4f166132067054834c56fc64,heck i voted for biden three times signed liberal asshats in swing states,1
en_2242f8919b3dd02042304727d4f3d90c,hurst mayoral campaign accused of voter fraud based,0
en_128927d65821685aa80496a3bdeb981a,breaking us sources joe biden will visit israel the west bank and saudi arabia in a tour that will continue from july to,0
en_dc7bf701329cd6f0055487aa75b7c7ee,donald trump is a dollarstore donald trump,1
en_fb72eabaced73718385b5f2dc94fe878,of palestinians in gaza and of palestinians in the west bank live under palestinian law,0
en_bc1487f2712bbe2bfae4060bfcefad7d,what good does that do if she loses the swing states again,0
en_3fd7cc71209ca951e7bbc43f8d2412bd,tucker carlson proves he is fake newsmidland daily,0
en_25581d14bfade4f8219cdb1e05d3a402,if he loves refugees so much why doesnt he bring refugees to israel,1
en_dc3715f6658f54cdd93cec18428f1dab,department of government propaganda would be more accurate,1
en_69ebe50510087fb8c06cd12283a88ef8,takeaways on republicans first impeachment hearing,0
en_6f86fe1393e0186775007c05a44b3d4f,wow ma nj and ri we got bragging rights to be smartest state in the us almost as good as other eur countries and resist the evil of gun ownership nra sandyhook,0
en_966d85e3cf5d2d51a736fa91eba7e17e,and to republicans in congress,0
en_036554dc3ffc1a56d0f398473b8053fd,students for justice in palestine uc divest host rally,0
en_d4f3772cb4aa35801a72010e472f906a,why didnt anyone protect joe biden from all this embarrassment they should have done something sooner,1
en_c3cfd3e81ac23c2609d7931ca7a78844,nato takes over coordination of military aid to ukraine from u s reuters,0
en_4d250e52b5ec71a85fc842e128d2a73c,the gop is the party of liars and grifters now nothing to do with conservative values,1
en_1c845f0396da426549d87adbf85c13d8,this truth about to be put on full blast with tomorrows feb st tariffs just find it amazing that so many have deluded themselves and have given this sad pathetic man and these other sad pathetic men so much power another sad truth trumpism come for the cruelty stay for the poverty,1
en_db3cf77287f98dce862c524c89ad3ff0,iron dome is now my new nickname for him,1
en_563f48cd5a7c146605452f7bdd3b6193,yeah the discussion between unconditionnal xenophobia and utilitarian racism,1
en_86b7a90cd3aca3150911560ca96a5ad7,add breitbart oan and newsmax to that list,0
en_0c45292c1deaa071dc6b8772ab872d0c,we need to deport musk for illegal immigration,1
en_9b6b1646d80062a2f05138930d75e612,survivors of hamas attack recount escape stories,0
en_44ebc6e6ca857b31414037a4acd42f03,i voted for him because he ran against a hard left police hating illegal immigration supporting mumbling bumbling dumbass,1
en_02a32c67fd6ec526fb2f61d2ea4443cc,ofc the tinder swindler is israeli,1
en_cec09b4f8327e5e6336e4da839145feb,filipino legal luminaries on impeachment,0
en_eb97a4d088c782f0bc5346c75684bad1,any anti second amendment ukrainians out there,0
en_c524bf1e8d575c95c7a252ad01e018c7,urgent help if one dollar please in order to save the children in gaza please urgently help gaza,0
en_82ffec585b110bdabaabbfa867ab197e,musks rampage through government shows us how we can finally close the book on what trumpism is all about,1
en_e8c1be5e6aee6a1f711b0ee426e07c9a,not if you dont know what socialism is,0
en_599cf608885a86719a39232c28af4381,why didnt hegseth meet with democrats,0
en_ee63618670407f98f3143690cc2be45b,he was never charged with an insurrection,0
en_46b1f89f3510298ff4ce0b5b3a7c2b73,earlier today the washington post website had the following headlines up simultaneously strength of south korea democracy tested as president defies arrest and congress certifies trumps electoral college victory in a peaceful transfer of power the us is a parody of itself,0
en_01472ef28fd3a3408d6de1baa0c935f7,there is no good racism there is no good xenophobia there is racism there is xenophobia and those evil peoples traits dont discriminate,0
en_155bf88391440eafdcfd45f0e4194f2a,if you voted for trump because tax cuts and gas prices are all you care about you sold your soul if you voted for trump over racism antilgbtq rights and antiwoman rights you didnt have a soul,1
